FIP,FIP2,Geography,countyGov,NACo Member,countySize,stateFips,countyFips,censusRegion,metroMicro,topGDPSector13,topEMPSector13
48357,48357,Ochiltree County (TX),Yes,Yes,0,48,357,S,0,raw materials,services
48359,48359,Oldham County (TX),Yes,Yes,0,48,359,S,2,services,services
48361,48361,Orange County (TX),Yes,No,1,48,361,S,2,manufacturing,services
48363,48363,Palo Pinto County (TX),Yes,Yes,0,48,363,S,1,services,services
48365,48365,Panola County (TX),Yes,Yes,0,48,365,S,0,services,services
48367,48367,Parker County (TX),Yes,Yes,1,48,367,S,2,services,services
48369,48369,Parmer County (TX),Yes,No,0,48,369,S,0,manufacturing,manufacturing
48371,48371,Pecos County (TX),Yes,No,0,48,371,S,0,services,services
48373,48373,Polk County (TX),Yes,Yes,0,48,373,S,0,services,services
48375,48375,Potter County (TX),Yes,No,1,48,375,S,2,services,services
48377,48377,Presidio County (TX),Yes,Yes,0,48,377,S,0,services,services
48379,48379,Rains County (TX),Yes,Yes,0,48,379,S,0,services,services
48381,48381,Randall County (TX),Yes,No,1,48,381,S,2,services,services
48383,48383,Reagan County (TX),Yes,No,0,48,383,S,0,raw materials,services
48385,48385,Real County (TX),Yes,Yes,0,48,385,S,0,services,services
48387,48387,Red River County (TX),Yes,Yes,0,48,387,S,0,services,services
48389,48389,Reeves County (TX),Yes,No,0,48,389,S,1,services,services
48391,48391,Refugio County (TX),Yes,Yes,0,48,391,S,0,services,services
48393,48393,Roberts County (TX),Yes,No,0,48,393,S,0,raw materials,agriculture
48395,48395,Robertson County (TX),Yes,Yes,0,48,395,S,2,services,services
48397,48397,Rockwall County (TX),Yes,Yes,1,48,397,S,2,services,services
48399,48399,Runnels County (TX),Yes,Yes,0,48,399,S,0,services,services
48401,48401,Rusk County (TX),Yes,Yes,1,48,401,S,2,services,services
48403,48403,Sabine County (TX),Yes,Yes,0,48,403,S,0,services,services
48405,48405,San Augustine County (TX),Yes,Yes,0,48,405,S,0,services,services
48407,48407,San Jacinto County (TX),Yes,Yes,0,48,407,S,0,services,services
48409,48409,San Patricio County (TX),Yes,Yes,1,48,409,S,2,services,services
48411,48411,San Saba County (TX),Yes,No,0,48,411,S,0,services,services
48413,48413,Schleicher County (TX),Yes,No,0,48,413,S,0,raw materials,agriculture
48415,48415,Scurry County (TX),Yes,Yes,0,48,415,S,1,services,services
48417,48417,Shackelford County (TX),Yes,Yes,0,48,417,S,0,raw materials,services
48419,48419,Shelby County (TX),Yes,Yes,0,48,419,S,0,services,services
48421,48421,Sherman County (TX),Yes,No,0,48,421,S,0,services,services
48423,48423,Smith County (TX),Yes,Yes,1,48,423,S,2,services,services
48425,48425,Somervell County (TX),Yes,Yes,0,48,425,S,2,services,services
48427,48427,Starr County (TX),Yes,Yes,1,48,427,S,1,services,services
48429,48429,Stephens County (TX),Yes,Yes,0,48,429,S,0,services,services
48431,48431,Sterling County (TX),Yes,Yes,0,48,431,S,0,raw materials,services
48433,48433,Stonewall County (TX),Yes,No,0,48,433,S,0,services,agriculture
48435,48435,Sutton County (TX),Yes,Yes,0,48,435,S,0,services,services
48437,48437,Swisher County (TX),Yes,No,0,48,437,S,0,services,services
48439,48439,Tarrant County (TX),Yes,Yes,2,48,439,S,2,services,services
48441,48441,Taylor County (TX),Yes,No,1,48,441,S,2,services,services
48443,48443,Terrell County (TX),Yes,Yes,0,48,443,S,0,services,services
48445,48445,Terry County (TX),Yes,Yes,0,48,445,S,0,services,services
48447,48447,Throckmorton County (TX),Yes,Yes,0,48,447,S,0,raw materials,agriculture
48449,48449,Titus County (TX),Yes,Yes,0,48,449,S,1,services,services
48451,48451,Tom Green County (TX),Yes,Yes,1,48,451,S,2,services,services
48453,48453,Travis County (TX),Yes,Yes,2,48,453,S,2,services,services
48455,48455,Trinity County (TX),Yes,Yes,0,48,455,S,1,services,services
48457,48457,Tyler County (TX),Yes,Yes,0,48,457,S,0,services,services
48459,48459,Upshur County (TX),Yes,Yes,0,48,459,S,2,services,services
48461,48461,Upton County (TX),Yes,Yes,0,48,461,S,0,raw materials,services
48463,48463,Uvalde County (TX),Yes,No,0,48,463,S,1,services,services
48465,48465,Val Verde County (TX),Yes,Yes,0,48,465,S,1,services,services
48467,48467,Van Zandt County (TX),Yes,No,1,48,467,S,0,services,services
48469,48469,Victoria County (TX),Yes,Yes,1,48,469,S,2,services,services
48471,48471,Walker County (TX),Yes,Yes,1,48,471,S,1,services,government
48473,48473,Waller County (TX),Yes,No,0,48,473,S,2,services,services
48475,48475,Ward County (TX),Yes,No,0,48,475,S,0,services,services
48477,48477,Washington County (TX),Yes,Yes,0,48,477,S,1,services,services
48479,48479,Webb County (TX),Yes,No,1,48,479,S,2,services,services
48481,48481,Wharton County (TX),Yes,Yes,0,48,481,S,1,services,services
48483,48483,Wheeler County (TX),Yes,Yes,0,48,483,S,0,services,services
48485,48485,Wichita County (TX),Yes,No,1,48,485,S,2,services,services
48487,48487,Wilbarger County (TX),Yes,No,0,48,487,S,1,services,government
48489,48489,Willacy County (TX),Yes,Yes,0,48,489,S,1,services,services
48491,48491,Williamson County (TX),Yes,Yes,1,48,491,S,2,services,services
48493,48493,Wilson County (TX),Yes,Yes,0,48,493,S,2,services,services
48495,48495,Winkler County (TX),Yes,No,0,48,495,S,0,services,services
48497,48497,Wise County (TX),Yes,Yes,1,48,497,S,2,services,services
48499,48499,Wood County (TX),Yes,Yes,0,48,499,S,0,services,services
48501,48501,Yoakum County (TX),Yes,Yes,0,48,501,S,0,raw materials,services
48503,48503,Young County (TX),Yes,Yes,0,48,503,S,0,services,services
48505,48505,Zapata County (TX),Yes,Yes,0,48,505,S,1,raw materials,services
48507,48507,Zavala County (TX),Yes,Yes,0,48,507,S,0,services,services
49001,49001,Beaver County (UT),Yes,Yes,0,49,1,W,0,services,services
49003,49003,Box Elder County (UT),Yes,Yes,1,49,3,W,2,services,services
49005,49005,Cache County (UT),Yes,Yes,1,49,5,W,2,services,services
49007,49007,Carbon County (UT),Yes,Yes,0,49,7,W,1,services,services
49009,49009,Daggett County (UT),Yes,Yes,0,49,9,W,0,government,government
49011,49011,Davis County (UT),Yes,Yes,1,49,11,W,2,services,services
49013,49013,Duchesne County (UT),Yes,Yes,0,49,13,W,0,services,services
49015,49015,Emery County (UT),Yes,Yes,0,49,15,W,0,services,services
49017,49017,Garfield County (UT),Yes,Yes,0,49,17,W,0,services,services
49019,49019,Grand County (UT),Yes,Yes,0,49,19,W,0,services,services
49021,49021,Iron County (UT),Yes,Yes,0,49,21,W,1,services,services
49023,49023,Juab County (UT),Yes,Yes,0,49,23,W,2,services,services
49025,49025,Kane County (UT),Yes,Yes,0,49,25,W,0,services,services
49027,49027,Millard County (UT),Yes,Yes,0,49,27,W,0,services,services
49029,49029,Morgan County (UT),Yes,Yes,0,49,29,W,2,services,services
49031,49031,Piute County (UT),Yes,Yes,0,49,31,W,0,government,government
49033,49033,Rich County (UT),Yes,Yes,0,49,33,W,0,services,services
49035,49035,Salt Lake County (UT),Yes,Yes,2,49,35,W,2,services,services
49037,49037,San Juan County (UT),Yes,Yes,0,49,37,W,0,services,services
49039,49039,Sanpete County (UT),Yes,Yes,0,49,39,W,0,services,services
49041,49041,Sevier County (UT),Yes,Yes,0,49,41,W,0,services,services
49043,49043,Summit County (UT),Yes,Yes,0,49,43,W,1,services,services
49045,49045,Tooele County (UT),Yes,Yes,1,49,45,W,2,services,services
49047,49047,Uintah County (UT),Yes,Yes,0,49,47,W,1,services,services
49049,49049,Utah County (UT),Yes,Yes,2,49,49,W,2,services,services
49051,49051,Wasatch County (UT),Yes,Yes,0,49,51,W,1,services,services
49053,49053,Washington County (UT),Yes,Yes,1,49,53,W,2,services,services
49055,49055,Wayne County (UT),Yes,Yes,0,49,55,W,0,services,services
49057,49057,Weber County (UT),Yes,Yes,1,49,57,W,2,services,services
50001,50001,Addison County (VT),Yes,No,0,50,1,NE,0,services,services
50003,50003,Bennington County (VT),Yes,No,0,50,3,NE,1,services,services
50005,50005,Caledonia County (VT),Yes,No,0,50,5,NE,0,services,services
50007,50007,Chittenden County (VT),Yes,No,1,50,7,NE,2,services,services
50009,50009,Essex County (VT),Yes,No,0,50,9,NE,1,services,services
50011,50011,Franklin County (VT),Yes,No,0,50,11,NE,2,services,services
50013,50013,Grand Isle County (VT),Yes,No,0,50,13,NE,2,services,services
50015,50015,Lamoille County (VT),Yes,No,0,50,15,NE,0,services,services
50017,50017,Orange County (VT),Yes,No,0,50,17,NE,1,services,services
50019,50019,Orleans County (VT),Yes,No,0,50,19,NE,0,services,services
50021,50021,Rutland County (VT),Yes,No,1,50,21,NE,1,services,services
50023,50023,Washington County (VT),Yes,No,1,50,23,NE,1,services,services
50025,50025,Windham County (VT),Yes,No,0,50,25,NE,0,services,services
50027,50027,Windsor County (VT),Yes,No,1,50,27,NE,1,services,services
51001,51001,Accomack County (VA),Yes,Yes,0,51,1,S,0,manufacturing,services
51007,51007,Amelia County (VA),Yes,Yes,0,51,7,S,2,services,services
51009,51009,Amherst County (VA),Yes,Yes,0,51,9,S,2,services,services
51011,51011,Appomattox County (VA),Yes,Yes,0,51,11,S,2,services,services
51013,51013,Arlington County (VA),Yes,Yes,1,51,13,S,2,services,services
51017,51017,Bath County (VA),Yes,Yes,0,51,17,S,0,services,services
51021,51021,Bland County (VA),Yes,Yes,0,51,21,S,0,services,services
51023,51023,Botetourt County (VA),Yes,Yes,0,51,23,S,2,services,services
51025,51025,Brunswick County (VA),Yes,Yes,0,51,25,S,0,services,services
51027,51027,Buchanan County (VA),Yes,Yes,0,51,27,S,0,services,services
51029,51029,Buckingham County (VA),Yes,Yes,0,51,29,S,2,services,services
51033,51033,Caroline County (VA),Yes,Yes,0,51,33,S,2,services,services
51036,51036,Charles City County (VA),Yes,Yes,0,51,36,S,2,services,services
51037,51037,Charlotte County (VA),Yes,Yes,0,51,37,S,0,services,services
51041,51041,Chesterfield County (VA),Yes,Yes,1,51,41,S,2,services,services
51043,51043,Clarke County (VA),Yes,Yes,0,51,43,S,2,services,services
51045,51045,Craig County (VA),Yes,Yes,0,51,45,S,2,services,services
51047,51047,Culpeper County (VA),Yes,Yes,0,51,47,S,2,services,services
51049,51049,Cumberland County (VA),Yes,Yes,0,51,49,S,0,services,services
51051,51051,Dickenson County (VA),Yes,Yes,0,51,51,S,1,raw materials,services
51057,51057,Essex County (VA),Yes,Yes,0,51,57,S,0,services,services
51061,51061,Fauquier County (VA),Yes,Yes,1,51,61,S,2,services,services
51063,51063,Floyd County (VA),Yes,Yes,0,51,63,S,2,services,services
51065,51065,Fluvanna County (VA),Yes,Yes,0,51,65,S,2,services,services
51067,51067,Franklin County (VA),Yes,Yes,1,51,67,S,2,services,services
51071,51071,Giles County (VA),Yes,Yes,0,51,71,S,2,government,government
51073,51073,Gloucester County (VA),Yes,Yes,0,51,73,S,2,services,services
51075,51075,Goochland County (VA),Yes,Yes,0,51,75,S,2,services,services
51077,51077,Grayson County (VA),Yes,Yes,0,51,77,S,0,services,services
51079,51079,Greene County (VA),Yes,Yes,0,51,79,S,2,services,services
51083,51083,Halifax County (VA),Yes,Yes,0,51,83,S,0,services,services
51085,51085,Hanover County (VA),Yes,Yes,1,51,85,S,2,services,services
51087,51087,Henrico County (VA),Yes,Yes,1,51,87,S,2,services,services
51091,51091,Highland County (VA),Yes,Yes,0,51,91,S,0,services,services
51093,51093,Isle of Wight County (VA),Yes,Yes,0,51,93,S,2,manufacturing,services
51097,51097,King and Queen County (VA),Yes,Yes,0,51,97,S,0,services,services
51099,51099,King George County (VA),Yes,Yes,0,51,99,S,0,government,government
51101,51101,King William County (VA),Yes,Yes,0,51,101,S,2,services,services
51103,51103,Lancaster County (VA),Yes,Yes,0,51,103,S,0,services,services
51105,51105,Lee County (VA),Yes,Yes,0,51,105,S,0,services,services
51107,51107,Loudoun County (VA),Yes,Yes,1,51,107,S,2,services,services
51109,51109,Louisa County (VA),Yes,Yes,0,51,109,S,0,services,services
51111,51111,Lunenburg County (VA),Yes,Yes,0,51,111,S,0,services,services
51113,51113,Madison County (VA),Yes,Yes,0,51,113,S,0,services,services
51115,51115,Mathews County (VA),Yes,Yes,0,51,115,S,2,services,services
51117,51117,Mecklenburg County (VA),Yes,Yes,0,51,117,S,0,services,services
51119,51119,Middlesex County (VA),Yes,Yes,0,51,119,S,0,services,services
51125,51125,Nelson County (VA),Yes,Yes,0,51,125,S,2,services,services
51127,51127,New Kent County (VA),Yes,Yes,0,51,127,S,2,services,services
51131,51131,Northampton County (VA),Yes,Yes,0,51,131,S,0,services,services
51133,51133,Northumberland County (VA),Yes,Yes,0,51,133,S,0,services,services
51135,51135,Nottoway County (VA),Yes,Yes,0,51,135,S,0,government,government
51137,51137,Orange County (VA),Yes,Yes,0,51,137,S,0,services,services
51139,51139,Page County (VA),Yes,Yes,0,51,139,S,0,services,services
51141,51141,Patrick County (VA),Yes,Yes,0,51,141,S,0,services,services
51145,51145,Powhatan County (VA),Yes,Yes,0,51,145,S,2,services,services
51147,51147,Prince Edward County (VA),Yes,Yes,0,51,147,S,0,services,services
51155,51155,Pulaski County (VA),Yes,Yes,0,51,155,S,2,government,government
51157,51157,Rappahannock County (VA),Yes,Yes,0,51,157,S,2,services,services
51159,51159,Richmond County (VA),Yes,Yes,0,51,159,S,0,services,services
51167,51167,Russell County (VA),Yes,Yes,0,51,167,S,0,services,services
51169,51169,Scott County (VA),Yes,Yes,0,51,169,S,2,services,services
51171,51171,Shenandoah County (VA),Yes,Yes,0,51,171,S,0,manufacturing,services
51173,51173,Smyth County (VA),Yes,Yes,0,51,173,S,0,services,services
51179,51179,Stafford County (VA),Yes,Yes,1,51,179,S,2,services,services
51181,51181,Surry County (VA),Yes,Yes,0,51,181,S,0,services,services
51183,51183,Sussex County (VA),Yes,Yes,0,51,183,S,2,services,services
51185,51185,Tazewell County (VA),Yes,No,0,51,185,S,1,services,services
51187,51187,Warren County (VA),Yes,Yes,0,51,187,S,2,services,services
51193,51193,Westmoreland County (VA),Yes,Yes,0,51,193,S,0,services,services
51197,51197,Wythe County (VA),Yes,Yes,0,51,197,S,0,services,services
51510,51510,Alexandria city (VA),No,No,1,51,510,S,0,services,services
51550,51550,Chesapeake city (VA),No,No,1,51,550,S,0,services,services
51650,51650,Hampton city (VA),No,No,1,51,650,S,0,services,services
51700,51700,Newport News city (VA),No,No,1,51,700,S,0,services,services
51710,51710,Norfolk city (VA),No,No,1,51,710,S,0,services,services
51740,51740,Portsmouth city (VA),No,No,1,51,740,S,0,government,services
51760,51760,Richmond city (VA),No,No,1,51,760,S,0,services,services
51770,51770,Roanoke city (VA),No,No,1,51,770,S,0,services,services
51800,51800,Suffolk city (VA),No,No,1,51,800,S,0,services,services
51810,51810,Virginia Beach city (VA),No,No,1,51,810,S,0,services,services
51901,51003,Albermarle County (VA),Yes,Yes,1,51,3,S,2,services,services
51903,51005,Alleghany County (VA),Yes,Yes,0,51,5,S,0,services,services
51907,51015,Augusta County (VA),Yes,Yes,1,51,15,S,2,services,services
51909,51019,Bedford County (VA),Yes,Yes,1,51,19,S,2,services,services
51911,51031,Campbell County (VA),Yes,Yes,1,51,31,S,2,services,services
51913,51035,Carroll County (VA),Yes,Yes,0,51,35,S,0,services,services
51918,51053,Dinwiddie County (VA),Yes,Yes,0,51,53,S,2,services,services
51919,51059,Fairfax County (VA),Yes,Yes,2,51,59,S,2,services,services
51921,51069,Frederick County (VA),Yes,Yes,1,51,69,S,2,services,services
51923,51081,Greensville County (VA),Yes,Yes,0,51,81,S,0,services,services
51929,51089,Henry County (VA),Yes,Yes,1,51,89,S,1,services,services
51931,51095,James City County,Yes,Yes,1,51,95,S,2,services,services
51933,51121,Montgomery County (VA),Yes,Yes,1,51,121,S,2,services,services
51939,51143,Pittsylvania County (VA),Yes,Yes,1,51,143,S,1,services,services
51941,51149,Prince George County (VA),Yes,Yes,0,51,149,S,2,government,government
51942,51153,Prince William County,Yes,Yes,1,51,153,S,2,services,services
51944,51161,Roanoke County (VA),Yes,Yes,1,51,161,S,2,services,services
51945,51163,Rockbridge County (VA),Yes,Yes,0,51,163,S,0,services,services
51947,51165,Rockingham County (VA),Yes,Yes,1,51,165,S,2,services,services
51949,51177,Southampton County (VA),Yes,Yes,1,51,177,S,0,services,services
51951,51951,Spotsylvania County (VA),Yes,Yes,2,51,951,S,2,services,services
51953,51191,Washington County (VA),Yes,Yes,1,51,191,S,2,services,services
51955,51195,Wise County (VA),Yes,Yes,0,51,195,S,1,services,services
51958,51199,York County (VA),Yes,Yes,1,51,199,S,2,services,services
53001,53001,Adams County (WA),Yes,No,0,53,1,W,1,services,services
53003,53003,Asotin County (WA),Yes,Yes,0,53,3,W,2,services,services
53005,53005,Benton County (WA),Yes,Yes,1,53,5,W,2,services,services
53007,53007,Chelan County (WA),Yes,Yes,1,53,7,W,2,services,services
53009,53009,Clallam County (WA),Yes,Yes,1,53,9,W,1,services,services
53011,53011,Clark County (WA),Yes,Yes,1,53,11,W,2,services,services
53013,53013,Columbia County (WA),Yes,Yes,0,53,13,W,2,services,services
53015,53015,Cowlitz County (WA),Yes,Yes,1,53,15,W,2,services,services
53017,53017,Douglas County (WA),Yes,Yes,0,53,17,W,2,services,services
53019,53019,Ferry County (WA),Yes,Yes,0,53,19,W,0,government,government
53021,53021,Franklin County (WA),Yes,Yes,1,53,21,W,2,services,services
53023,53023,Garfield County (WA),Yes,Yes,0,53,23,W,0,government,government
53025,53025,Grant County (WA),Yes,Yes,1,53,25,W,1,services,services
53027,53027,Grays Harbor County (WA),Yes,No,1,53,27,W,1,services,services
53029,53029,Island County (WA),Yes,Yes,1,53,29,W,1,services,government
53031,53031,Jefferson County (WA),Yes,Yes,0,53,31,W,0,services,services
53033,53033,King County (WA),Yes,Yes,2,53,33,W,2,services,services
53035,53035,Kitsap County (WA),Yes,Yes,1,53,35,W,2,government,services
53037,53037,Kittitas County (WA),Yes,Yes,0,53,37,W,1,services,services
53039,53039,Klickitat County (WA),Yes,Yes,0,53,39,W,0,services,services
53041,53041,Lewis County (WA),Yes,Yes,1,53,41,W,1,services,services
53043,53043,Lincoln County (WA),Yes,Yes,0,53,43,W,0,services,services
53045,53045,Mason County (WA),Yes,Yes,1,53,45,W,1,services,services
53047,53047,Okanogan County (WA),Yes,Yes,0,53,47,W,0,services,services
53049,53049,Pacific County (WA),Yes,Yes,0,53,49,W,0,services,services
53051,53051,Pend Oreille County (WA),Yes,Yes,0,53,51,W,2,services,government
53053,53053,Pierce County (WA),Yes,No,2,53,53,W,2,services,services
53055,53055,San Juan County (WA),Yes,Yes,0,53,55,W,0,services,services
53057,53057,Skagit County (WA),Yes,Yes,1,53,57,W,2,services,services
53059,53059,Skamania County (WA),Yes,Yes,0,53,59,W,2,services,services
53061,53061,Snohomish County (WA),Yes,Yes,2,53,61,W,2,services,services
53063,53063,Spokane County (WA),Yes,Yes,1,53,63,W,2,services,services
53065,53065,Stevens County (WA),Yes,Yes,0,53,65,W,2,services,services
53067,53067,Thurston County (WA),Yes,Yes,1,53,67,W,2,services,services
53069,53069,Wahkiakum County (WA),Yes,Yes,0,53,69,W,0,services,services
53071,53071,Walla Walla County (WA),Yes,Yes,1,53,71,W,2,services,services
53073,53073,Whatcom County (WA),Yes,Yes,1,53,73,W,2,services,services
53075,53075,Whitman County (WA),Yes,Yes,0,53,75,W,1,services,government
53077,53077,Yakima County (WA),Yes,Yes,1,53,77,W,2,services,services
54001,54001,Barbour County (WV),Yes,Yes,0,54,1,S,0,services,services
54003,54003,Berkeley County (WV),Yes,Yes,1,54,3,S,2,services,services
54005,54005,Boone County (WV),Yes,Yes,0,54,5,S,2,raw materials,services
54007,54007,Braxton County (WV),Yes,Yes,0,54,7,S,0,services,services
54009,54009,Brooke County (WV),Yes,Yes,0,54,9,S,2,services,services
54011,54011,Cabell County (WV),Yes,Yes,1,54,11,S,2,services,services
54013,54013,Calhoun County (WV),Yes,Yes,0,54,13,S,0,services,services
54015,54015,Clay County (WV),Yes,Yes,0,54,15,S,2,raw materials,services
54017,54017,Doddridge County (WV),Yes,Yes,0,54,17,S,1,services,services
54019,54019,Fayette County (WV),Yes,Yes,0,54,19,S,2,services,services
54021,54021,Gilmer County (WV),Yes,Yes,0,54,21,S,0,government,government
54023,54023,Grant County (WV),Yes,Yes,0,54,23,S,0,services,services
54025,54025,Greenbrier County (WV),Yes,Yes,0,54,25,S,0,services,services
54027,54027,Hampshire County (WV),Yes,Yes,0,54,27,S,2,services,services
54029,54029,Hancock County (WV),Yes,Yes,0,54,29,S,2,services,services
54031,54031,Hardy County (WV),Yes,Yes,0,54,31,S,0,services,manufacturing
54033,54033,Harrison County (WV),Yes,Yes,1,54,33,S,1,services,services
54035,54035,Jackson County (WV),Yes,Yes,0,54,35,S,0,services,services
54037,54037,Jefferson County (WV),Yes,Yes,1,54,37,S,2,services,services
54039,54039,Kanawha County (WV),Yes,Yes,1,54,39,S,2,services,services
54041,54041,Lewis County (WV),Yes,Yes,0,54,41,S,0,services,services
54043,54043,Lincoln County (WV),Yes,Yes,0,54,43,S,2,services,services
54045,54045,Logan County (WV),Yes,Yes,0,54,45,S,1,raw materials,services
54047,54047,McDowell County (WV),Yes,Yes,0,54,47,S,0,raw materials,services
54049,54049,Marion County (WV),Yes,Yes,1,54,49,S,1,services,services
54051,54051,Marshall County (WV),Yes,Yes,0,54,51,S,2,raw materials,services
54053,54053,Mason County (WV),Yes,Yes,0,54,53,S,1,services,services
54055,54055,Mercer County (WV),Yes,Yes,1,54,55,S,1,services,services
54057,54057,Mineral County (WV),Yes,Yes,0,54,57,S,2,services,services
54059,54059,Mingo County (WV),Yes,Yes,0,54,59,S,0,raw materials,services
54061,54061,Monongalia County (WV),Yes,Yes,1,54,61,S,2,services,services
54063,54063,Monroe County (WV),Yes,Yes,0,54,63,S,0,government,services
54065,54065,Morgan County (WV),Yes,Yes,0,54,65,S,0,services,services
54067,54067,Nicholas County (WV),Yes,Yes,0,54,67,S,0,services,services
54069,54069,Ohio County (WV),Yes,Yes,0,54,69,S,2,services,services
54071,54071,Pendleton County (WV),Yes,Yes,0,54,71,S,0,services,services
54073,54073,Pleasants County (WV),Yes,Yes,0,54,73,S,0,services,services
54075,54075,Pocahontas County (WV),Yes,Yes,0,54,75,S,0,services,services
54077,54077,Preston County (WV),Yes,Yes,0,54,77,S,2,services,services
54079,54079,Putnam County (WV),Yes,Yes,1,54,79,S,2,services,services
54081,54081,Raleigh County (WV),Yes,Yes,1,54,81,S,2,services,services
54083,54083,Randolph County (WV),Yes,Yes,0,54,83,S,1,services,services
54085,54085,Ritchie County (WV),Yes,Yes,0,54,85,S,0,raw materials,services
54087,54087,Roane County (WV),Yes,Yes,0,54,87,S,0,services,services
54089,54089,Summers County (WV),Yes,Yes,0,54,89,S,0,services,services
54091,54091,Taylor County (WV),Yes,Yes,0,54,91,S,1,services,services
54093,54093,Tucker County (WV),Yes,Yes,0,54,93,S,0,services,services
54095,54095,Tyler County (WV),Yes,Yes,0,54,95,S,0,services,services
54097,54097,Upshur County (WV),Yes,Yes,0,54,97,S,0,services,services
54099,54099,Wayne County (WV),Yes,Yes,0,54,99,S,2,services,services
54101,54101,Webster County (WV),Yes,Yes,0,54,101,S,0,raw materials,services
54103,54103,Wetzel County (WV),Yes,Yes,0,54,103,S,0,services,services
54105,54105,Wirt County (WV),Yes,Yes,0,54,105,S,2,services,government
54107,54107,Wood County (WV),Yes,Yes,1,54,107,S,2,services,services
54109,54109,Wyoming County (WV),Yes,Yes,0,54,109,S,0,raw materials,services
55001,55001,Adams County (WI),Yes,Yes,0,55,1,MW,0,services,services
55003,55003,Ashland County (WI),Yes,Yes,0,55,3,MW,0,services,services
55005,55005,Barron County (WI),Yes,Yes,0,55,5,MW,0,services,services
55007,55007,Bayfield County (WI),Yes,Yes,0,55,7,MW,0,services,services
55009,55009,Brown County (WI),Yes,Yes,1,55,9,MW,2,services,services
55011,55011,Buffalo County (WI),Yes,No,0,55,11,MW,0,services,services
55013,55013,Burnett County (WI),Yes,Yes,0,55,13,MW,0,services,services
55015,55015,Calumet County (WI),Yes,Yes,0,55,15,MW,2,services,services
55017,55017,Chippewa County (WI),Yes,Yes,1,55,17,MW,2,services,services
55019,55019,Clark County (WI),Yes,Yes,0,55,19,MW,0,services,services
55021,55021,Columbia County (WI),Yes,Yes,1,55,21,MW,2,services,services
55023,55023,Crawford County (WI),Yes,No,0,55,23,MW,0,services,services
55025,55025,Dane County (WI),Yes,Yes,2,55,25,MW,2,services,services
55027,55027,Dodge County (WI),Yes,Yes,1,55,27,MW,1,services,services
55029,55029,Door County (WI),Yes,Yes,0,55,29,MW,0,services,services
55031,55031,Douglas County (WI),Yes,Yes,0,55,31,MW,2,services,services
55033,55033,Dunn County (WI),Yes,Yes,0,55,33,MW,1,services,services
55035,55035,Eau Claire County (WI),Yes,Yes,1,55,35,MW,2,services,services
55037,55037,Florence County (WI),Yes,Yes,0,55,37,MW,1,services,services
55039,55039,Fond du Lac County (WI),Yes,Yes,1,55,39,MW,2,services,services
55041,55041,Forest County (WI),Yes,Yes,0,55,41,MW,0,services,government
55043,55043,Grant County (WI),Yes,Yes,1,55,43,MW,1,services,services
55045,55045,Green County (WI),Yes,Yes,0,55,45,MW,2,services,services
55047,55047,Green Lake County (WI),Yes,Yes,0,55,47,MW,0,services,services
55049,55049,Iowa County (WI),Yes,Yes,0,55,49,MW,2,services,services
55051,55051,Iron County (WI),Yes,No,0,55,51,MW,0,services,services
55053,55053,Jackson County (WI),Yes,Yes,0,55,53,MW,0,services,services
55055,55055,Jefferson County (WI),Yes,Yes,1,55,55,MW,1,services,services
55057,55057,Juneau County (WI),Yes,Yes,0,55,57,MW,0,services,services
55059,55059,Kenosha County (WI),Yes,Yes,1,55,59,MW,2,services,services
55061,55061,Kewaunee County (WI),Yes,Yes,0,55,61,MW,2,services,services
55063,55063,La Crosse County (WI),Yes,Yes,1,55,63,MW,2,services,services
55065,55065,Lafayette County (WI),Yes,No,0,55,65,MW,0,services,services
55067,55067,Langlade County (WI),Yes,Yes,0,55,67,MW,0,services,services
55069,55069,Lincoln County (WI),Yes,Yes,0,55,69,MW,1,services,services
55071,55071,Manitowoc County (WI),Yes,No,1,55,71,MW,1,services,services
55073,55073,Marathon County (WI),Yes,Yes,1,55,73,MW,2,services,services
55075,55075,Marinette County (WI),Yes,Yes,0,55,75,MW,1,services,services
55077,55077,Marquette County (WI),Yes,Yes,0,55,77,MW,0,services,services
55078,55078,Menominee County (WI),Yes,No,0,55,78,MW,1,government,government
55079,55079,Milwaukee County (WI),Yes,Yes,2,55,79,MW,2,services,services
55081,55081,Monroe County (WI),Yes,No,0,55,81,MW,0,services,services
55083,55083,Oconto County (WI),Yes,Yes,0,55,83,MW,2,services,services
55085,55085,Oneida County (WI),Yes,Yes,0,55,85,MW,0,services,services
55087,55087,Outagamie County (WI),Yes,Yes,1,55,87,MW,2,services,services
55089,55089,Ozaukee County (WI),Yes,Yes,1,55,89,MW,2,services,services
55091,55091,Pepin County (WI),Yes,No,0,55,91,MW,0,services,services
55093,55093,Pierce County (WI),Yes,Yes,0,55,93,MW,2,services,services
55095,55095,Polk County (WI),Yes,Yes,0,55,95,MW,0,services,services
55097,55097,Portage County (WI),Yes,Yes,1,55,97,MW,1,services,services
55099,55099,Price County (WI),Yes,Yes,0,55,99,MW,0,services,services
55101,55101,Racine County (WI),Yes,Yes,1,55,101,MW,2,services,services
55103,55103,Richland County (WI),Yes,Yes,0,55,103,MW,0,services,services
55105,55105,Rock County (WI),Yes,Yes,1,55,105,MW,2,services,services
55107,55107,Rusk County (WI),Yes,Yes,0,55,107,MW,0,services,services
55109,55109,St. Croix County (WI),Yes,Yes,1,55,109,MW,2,services,services
